timestamp,cell_id,rsrp,rsrq,sinr,cqi,prb_util,throughput_mbps,active_users,handover_sr,rlf_count,latency_ms,packet_loss_pct,alarm_count,critical_alarm,peak_hour,signal_quality_index,load_pressure_index,failure
2026-01-01 04:45:00,CELL_053,-89.27,-16.09,14.13,15,72.38,170.3,92,89.12,0,21.05,1.79,2,0,0,-15.62,69.59,0
2026-01-01 04:50:00,CELL_002,-97.33,-12.86,8.02,7,77.72,125.14,25,82.88,5,42.28,1.93,2,0,0,-19.31,59.22,0
2026-01-01 04:55:00,CELL_084,-92.44,-7.66,7.17,4,46.84,110.78,69,97.31,1,20.72,1.17,2,0,0,-17.2,48.46,0
2026-01-01 05:00:00,CELL_092,-102.25,-13.82,11.4,7,54.56,123.28,98,100.0,1,39.26,0.43,0,0,0,-18.9,63.12,0
2026-01-01 05:05:00,CELL_060,-90.71,-11.87,9.44,10,79.99,130.28,107,85.89,6,57.87,4.52,5,1,0,-16.98,83.42,1
2026-01-01 05:10:00,CELL_071,-97.1,-11.59,21.16,8,63.32,86.55,57,98.45,2,22.23,0.29,1,0,0,-12.32,55.58,0
2026-01-01 05:15:00,CELL_044,-101.18,-11.69,-5.0,10,55.15,87.5,66,72.83,6,33.61,4.29,3,1,0,-26.24,54.63,1
2026-01-01 05:20:00,CELL_008,-89.92,-7.84,18.83,9,71.51,112.99,87,96.82,1,5.99,0.68,1,0,0,-10.92,65.55,0
2026-01-01 05:25:00,CELL_047,-92.14,-9.93,7.18,5,48.57,135.29,104,98.61,0,12.1,1.07,1,0,0,-17.82,56.96,0
2026-01-01 05:30:00,CELL_035,-105.68,-15.04,3.58,11,46.71,143.23,74,74.63,7,40.65,3.14,3,1,0,-23.86,52.62,1
2026-01-01 05:35:00,CELL_078,-86.41,-9.59,15.42,10,25.01,163.59,81,95.11,2,14.12,1.1,2,0,0,-12.45,37.37,0
2026-01-01 05:40:00,CELL_081,-107.06,-13.84,10.67,14,74.48,77.0,95,90.38,2,37.55,3.81,1,0,0,-20.23,74.07,0
2026-01-01 05:45:00,CELL_036,-82.0,-10.32,14.95,10,68.58,132.49,50,100.0,1,20.72,0.0,1,0,0,-12.02,56.76,0
2026-01-01 05:50:00,CELL_050,-97.14,-14.13,9.92,12,77.73,119.55,134,95.6,2,10.56,0.0,2,0,0,-18.71,81.72,0
2026-01-01 05:55:00,CELL_004,-92.31,-10.93,8.9,8,89.99,101.35,87,99.13,2,37.11,1.36,3,1,0,-17.29,81.31,1
2026-01-01 06:00:00,CELL_002,-106.16,-9.09,10.9,11,63.66,190.13,74,79.59,6,57.1,4.99,4,1,0,-18.51,65.26,1
2026-01-01 06:05:00,CELL_006,-100.39,-11.75,12.2,12,66.75,135.12,119,93.41,5,35.28,0.0,0,0,0,-17.5,75.09,0
2026-01-01 06:10:00,CELL_054,-86.65,-8.27,13.55,12,74.18,170.01,89,100.0,1,13.41,0.82,1,0,0,-13.04,68.77,0
2026-01-01 06:15:00,CELL_004,-70.02,-3.27,21.82,9,57.74,5.0,80,83.39,4,16.92,0.0,0,0,0,-4.07,57.18,0
2026-01-01 06:20:00,CELL_054,-97.89,-11.07,18.61,11,41.76,156.65,96,94.05,5,13.47,1.58,1,0,0,-13.59,51.08,0
2026-01-01 06:25:00,CELL_093,-85.28,-9.46,25.52,12,47.27,138.76,86,95.87,2,29.62,1.26,4,1,0,-7.13,54.3,0
2026-01-01 06:30:00,CELL_063,-113.51,-11.7,1.72,14,67.28,144.56,67,75.81,7,43.77,3.72,3,1,0,-25.35,63.68,1
2026-01-01 06:35:00,CELL_018,-95.08,-10.44,11.74,8,86.0,109.74,117,99.31,3,30.13,1.16,1,0,0,-16.28,85.37,0
2026-01-01 06:40:00,CELL_090,-80.94,-9.03,17.1,7,96.21,193.87,40,94.81,3,33.89,2.26,1,0,0,-10.35,72.81,0
2026-01-01 06:45:00,CELL_044,-103.59,-11.62,26.91,8,62.88,113.11,73,97.85,4,13.73,0.0,1,0,0,-10.75,58.04,0
2026-01-01 06:50:00,CELL_034,-105.71,-12.66,11.23,10,71.02,119.35,141,100.0,3,32.09,0.88,0,0,0,-19.32,82.68,0
2026-01-01 06:55:00,CELL_074,-95.7,-14.82,16.23,10,100.0,85.76,88,99.92,1,24.12,1.02,0,0,0,-15.47,85.62,0
2026-01-01 07:00:00,CELL_062,-89.69,-11.86,23.93,12,77.3,118.62,37,93.61,5,23.16,0.24,1,0,0,-9.53,59.1,0
2026-01-01 07:05:00,CELL_100,-91.29,-8.75,16.3,12,70.47,113.89,119,90.45,2,14.02,1.08,2,0,0,-12.73,74.13,0
2026-01-01 07:10:00,CELL_014,-92.11,-13.35,22.12,4,71.78,157.52,76,93.38,1,17.91,0.3,0,0,0,-11.37,64.75,0
2026-01-01 07:15:00,CELL_095,-94.73,-10.38,27.74,9,78.48,142.21,53,95.63,3,22.16,0.0,1,0,0,-8.19,63.66,0
2026-01-01 07:20:00,CELL_048,-88.71,-11.31,17.77,11,46.03,161.07,117,87.89,0,14.41,1.32,2,0,0,-12.25,59.03,0
2026-01-01 07:25:00,CELL_015,-118.31,-12.55,18.75,13,81.69,116.23,118,100.0,0,5.0,0.31,3,1,0,-18.05,79.26,0
2026-01-01 07:30:00,CELL_072,-101.01,-15.63,20.46,10,75.9,108.12,128,95.49,5,30.81,0.0,2,0,0,-14.66,82.16,0
2026-01-01 07:35:00,CELL_078,-95.75,-7.59,10.57,14,87.59,150.94,56,94.06,0,18.68,1.2,0,0,0,-16.14,69.36,0
2026-01-01 07:40:00,CELL_087,-89.36,-9.71,7.11,12,76.89,125.53,81,87.27,5,17.91,1.01,1,0,0,-17.23,69.07,0
2026-01-01 07:45:00,CELL_062,-83.08,-4.34,16.95,11,86.38,37.39,76,95.05,5,34.18,2.18,0,0,0,-9.44,75.96,0
2026-01-01 07:50:00,CELL_040,-102.08,-8.3,12.25,10,51.39,104.16,57,95.38,3,21.76,1.24,2,0,0,-16.78,48.35,0
2026-01-01 07:55:00,CELL_085,-83.34,-7.65,22.32,10,57.26,43.48,102,91.64,3,22.98,0.42,0,0,0,-7.8,63.3,0
2026-01-01 08:00:00,CELL_080,-112.1,-18.86,7.1,11,70.75,91.46,118,84.23,10,31.94,3.36,2,0,0,-24.53,76.74,1
2026-01-01 08:05:00,CELL_082,-96.04,-15.42,22.21,9,54.48,155.91,71,94.48,2,23.04,0.0,1,0,0,-12.73,53.89,0
2026-01-01 08:10:00,CELL_053,-90.35,-10.89,8.79,13,83.4,108.22,90,88.58,3,25.0,2.12,0,0,0,-16.94,76.29,0
2026-01-01 08:15:00,CELL_024,-96.63,-13.87,22.01,13,42.52,110.57,89,97.73,0,32.84,0.27,1,0,0,-12.48,52.69,0
2026-01-01 08:20:00,CELL_026,-94.93,-14.33,-5.0,14,65.13,113.2,118,89.89,8,40.37,2.83,5,1,0,-25.78,74.63,1
2026-01-01 08:25:00,CELL_089,-98.24,-4.68,9.28,7,57.8,120.39,85,100.0,0,32.07,0.26,2,0,0,-16.41,60.74,0
2026-01-01 08:30:00,CELL_060,-98.12,-8.03,19.79,7,54.64,108.28,86,96.97,0,19.75,0.33,1,0,0,-12.14,57.25,0
2026-01-01 08:35:00,CELL_041,-86.58,-13.34,12.98,11,43.32,183.58,112,96.11,0,26.63,1.63,4,1,0,-14.83,57.99,0
2026-01-01 08:40:00,CELL_029,-101.1,-16.92,13.56,10,68.75,60.38,89,88.97,3,23.92,0.0,1,0,0,-18.52,67.09,0
2026-01-01 08:45:00,CELL_015,-107.83,-14.56,3.79,11,66.5,128.01,68,75.95,4,26.51,1.82,7,1,0,-24.04,60.88,1
2026-01-01 08:50:00,CELL_045,-108.28,-12.39,24.53,7,100.0,139.47,52,93.83,5,22.03,0.83,2,0,0,-13.11,76.3,1
2026-01-01 08:55:00,CELL_065,-80.44,-11.8,4.47,6,100.0,88.68,66,84.84,1,37.36,0.8,0,0,0,-17.39,82.1,0
2026-01-01 09:00:00,CELL_089,-85.35,-14.2,23.49,11,56.78,142.6,112,93.49,4,12.78,2.23,3,1,1,-9.59,63.98,0
2026-01-01 09:05:00,CELL_071,-73.0,-8.18,23.84,8,41.75,96.62,66,92.7,3,14.1,1.37,2,0,1,-5.13,43.66,0
2026-01-01 09:10:00,CELL_009,-98.16,-15.02,5.94,12,54.39,136.79,113,78.1,7,30.39,1.14,1,0,1,-21.17,65.44,1
2026-01-01 09:15:00,CELL_088,-104.04,-9.38,11.83,8,74.89,75.84,60,94.59,2,30.62,1.39,1,0,1,-17.71,64.53,0
2026-01-01 09:20:00,CELL_001,-89.65,-10.87,15.29,7,96.25,123.06,75,89.09,4,44.75,0.48,1,0,1,-13.55,83.21,0
2026-01-01 09:25:00,CELL_008,-102.34,-8.65,11.7,3,67.33,198.04,125,96.62,0,10.89,2.38,3,1,1,-17.21,73.28,0
2026-01-01 09:30:00,CELL_088,-82.38,-11.59,18.07,14,86.41,88.32,92,97.23,3,11.94,0.57,3,1,1,-10.92,76.64,0
2026-01-01 09:35:00,CELL_063,-115.51,-14.36,7.09,12,61.62,105.46,112,65.67,7,32.59,3.91,3,1,1,-23.86,69.86,1
2026-01-01 09:40:00,CELL_011,-104.19,-12.5,6.68,6,67.23,177.74,103,93.35,2,16.52,1.78,2,0,1,-21.25,68.57,0
2026-01-01 09:45:00,CELL_081,-107.88,-12.46,10.48,4,79.0,163.28,152,93.13,1,35.12,0.52,1,0,1,-20.07,90.67,0
2026-01-01 09:50:00,CELL_008,-98.91,-5.84,8.89,8,75.8,181.2,109,94.06,5,27.81,0.68,1,0,1,-17.09,76.9,0
2026-01-01 09:55:00,CELL_035,-100.52,-10.81,17.29,13,75.35,107.08,74,85.18,1,15.33,0.41,1,0,1,-14.7,66.01,0
2026-01-01 10:00:00,CELL_035,-119.06,-12.22,13.75,8,56.53,132.14,123,83.77,4,32.36,4.99,5,1,1,-20.6,69.52,1
2026-01-01 10:05:00,CELL_033,-79.08,-8.79,9.56,9,98.07,136.14,73,100.0,5,37.69,3.03,0,0,1,-13.67,82.75,0
2026-01-01 10:10:00,CELL_005,-90.76,-11.0,21.19,13,97.93,92.81,135,100.0,1,28.91,1.33,1,0,1,-10.86,96.84,0
2026-01-01 10:15:00,CELL_041,-91.7,-8.2,10.45,7,98.23,80.88,129,98.64,0,27.2,1.11,0,0,1,-15.58,95.27,0
2026-01-01 10:20:00,CELL_028,-82.29,-11.93,20.31,8,63.81,76.57,114,86.95,0,24.39,0.09,3,1,1,-9.88,70.44,0
2026-01-01 10:25:00,CELL_007,-92.95,-12.18,14.3,11,78.15,102.45,128,92.48,4,13.52,1.77,3,1,1,-15.09,80.92,0
2026-01-01 10:30:00,CELL_073,-100.99,-13.45,13.35,9,66.55,75.28,140,97.01,4,23.88,0.96,1,0,1,-17.56,78.51,0
2026-01-01 10:35:00,CELL_072,-117.08,-8.47,15.48,7,58.46,96.31,104,86.74,1,37.48,6.12,3,1,1,-18.22,66.7,0
2026-01-01 10:40:00,CELL_012,-112.92,-14.31,12.94,12,81.13,84.8,110,85.35,5,25.52,6.64,3,1,1,-20.41,80.01,1
2026-01-01 10:45:00,CELL_034,-82.96,-13.94,4.35,12,37.8,137.93,112,93.95,3,25.24,0.91,0,0,1,-18.6,54.47,0
2026-01-01 10:50:00,CELL_033,-105.04,-10.51,19.6,12,91.24,133.83,83,90.12,1,33.79,1.09,0,0,1,-14.36,80.56,0
2026-01-01 10:55:00,CELL_048,-92.17,-12.63,17.06,10,55.07,100.0,88,97.12,2,5.78,0.79,2,0,1,-13.69,55.91,0
2026-01-01 11:00:00,CELL_023,-86.73,-11.97,19.95,5,70.37,108.04,107,93.09,1,23.74,0.0,0,0,1,-10.96,72.53,0
2026-01-01 11:05:00,CELL_062,-92.72,-10.22,7.37,10,35.16,140.84,105,100.0,4,16.46,1.51,0,0,1,-17.92,49.82,0
2026-01-01 11:10:00,CELL_088,-108.92,-11.85,2.17,6,100.0,107.58,113,83.07,2,44.92,1.61,3,1,1,-24.25,94.99,1
2026-01-01 11:15:00,CELL_037,-89.76,-10.75,11.97,4,87.85,99.16,90,93.52,1,39.02,2.72,2,0,1,-15.19,81.06,0
2026-01-01 11:20:00,CELL_099,-91.97,-12.78,17.28,9,77.55,73.48,61,95.67,3,18.76,0.86,4,1,1,-13.59,64.59,0
2026-01-01 11:25:00,CELL_044,-82.13,-12.26,11.6,10,63.61,165.69,149,99.46,0,34.94,0.0,2,0,1,-14.3,80.66,0
2026-01-01 11:30:00,CELL_086,-103.32,-9.36,14.06,15,56.82,63.26,63,97.12,1,5.0,1.2,0,0,1,-16.44,50.59,0
2026-01-01 11:35:00,CELL_091,-93.08,-15.9,20.98,6,72.39,108.96,129,95.55,4,23.12,1.56,0,0,1,-12.9,79.15,0
2026-01-01 11:40:00,CELL_035,-109.55,-13.61,28.29,12,81.44,89.01,96,96.01,4,15.43,1.29,1,0,1,-11.85,75.18,0
2026-01-01 11:45:00,CELL_065,-111.59,-10.47,20.56,5,71.86,125.09,111,93.78,1,16.59,1.08,1,0,1,-15.18,73.35,0
2026-01-01 11:50:00,CELL_099,-95.65,-15.27,21.16,14,85.56,104.34,125,96.65,6,25.66,0.69,0,0,1,-13.13,86.44,0
2026-01-01 11:55:00,CELL_047,-90.65,-11.78,14.91,8,100.0,122.93,91,95.09,2,38.94,1.05,1,0,1,-14.21,88.59,0
2026-01-01 12:00:00,CELL_078,-81.95,-12.2,10.66,9,56.68,90.58,64,90.85,1,11.42,0.96,0,0,1,-14.72,51.72,0
2026-01-01 12:05:00,CELL_003,-75.64,-8.81,14.04,9,80.26,104.12,135,96.71,2,34.69,0.0,5,1,1,-10.75,87.11,0
2026-01-01 12:10:00,CELL_001,-84.44,-11.63,15.65,12,100.0,72.85,125,97.2,3,40.12,2.59,3,1,1,-12.55,97.27,1
2026-01-01 12:15:00,CELL_005,-89.18,-8.03,9.04,6,70.41,84.71,107,99.03,3,16.45,1.08,1,0,1,-15.73,71.46,0
2026-01-01 12:20:00,CELL_090,-93.72,-10.8,20.89,9,73.5,103.79,130,88.66,2,18.41,0.82,0,0,1,-11.54,79.36,0
2026-01-01 12:25:00,CELL_014,-107.25,-6.56,25.12,8,84.3,125.75,115,96.07,1,28.79,2.32,1,0,1,-10.86,83.65,0
2026-01-01 12:30:00,CELL_027,-96.17,-14.47,16.73,15,88.17,114.86,103,93.45,1,35.49,0.0,2,0,1,-15.21,83.98,0
2026-01-01 12:35:00,CELL_009,-93.96,-11.93,11.16,7,94.9,167.73,99,89.12,4,67.6,7.21,3,1,1,-16.79,91.83,0
2026-01-01 12:40:00,CELL_079,-105.61,-15.31,17.39,2,77.97,67.03,41,71.97,5,44.55,3.92,4,1,1,-17.02,63.71,1
2026-01-01 12:45:00,CELL_015,-120.18,-9.56,-1.29,15,61.69,110.84,113,86.63,4,57.53,5.82,2,0,1,-27.55,73.89,1
2026-01-01 12:50:00,CELL_090,-90.09,-8.04,5.57,11,86.09,40.45,75,90.71,2,39.52,0.0,1,0,1,-17.64,76.33,0
2026-01-01 12:55:00,CELL_042,-90.77,-18.13,13.01,8,58.6,114.18,118,92.98,4,27.5,0.0,2,0,1,-17.09,68.78,0
2026-01-01 13:00:00,CELL_077,-92.2,-9.8,16.58,10,73.98,96.52,76,100.0,1,20.83,1.34,1,0,0,-13.09,66.51,0
2026-01-01 13:05:00,CELL_051,-95.22,-8.51,8.82,8,69.39,101.94,33,95.37,2,25.89,1.0,1,0,0,-17.19,53.77,0
2026-01-01 13:10:00,CELL_063,-89.68,-7.68,24.53,4,68.95,96.14,83,99.36,2,18.35,0.0,1,0,0,-7.98,64.87,0
2026-01-01 13:15:00,CELL_096,-89.42,-13.94,27.69,10,66.52,135.22,72,95.99,2,16.05,0.04,0,0,0,-8.22,60.32,0
2026-01-01 13:20:00,CELL_052,-100.13,-9.52,17.08,9,86.03,129.8,126,100.0,2,35.37,0.44,3,1,0,-14.34,88.42,0
2026-01-01 13:25:00,CELL_096,-91.36,-10.51,10.11,11,79.12,77.79,25,98.22,1,27.39,1.79,0,0,0,-16.37,57.83,0
2026-01-01 13:30:00,CELL_004,-110.81,-13.31,12.49,7,80.5,112.11,60,78.1,3,37.76,5.84,4,1,0,-19.91,68.96,0
2026-01-01 13:35:00,CELL_094,-106.9,-8.5,10.09,8,59.65,66.77,50,87.89,2,11.1,1.3,4,1,0,-18.89,49.96,0
2026-01-01 13:40:00,CELL_023,-99.49,-8.11,22.86,9,38.44,60.23,109,89.89,3,19.64,0.32,1,0,0,-10.9,53.26,0
2026-01-01 13:45:00,CELL_015,-118.17,-17.04,5.35,7,60.85,134.02,91,77.37,8,44.89,4.14,4,1,0,-26.07,65.99,1
2026-01-01 13:50:00,CELL_043,-87.16,-10.34,20.36,13,75.84,80.2,107,97.26,2,34.58,0.0,2,0,0,-10.35,77.44,0
2026-01-01 13:55:00,CELL_029,-92.15,-10.9,21.41,13,68.58,98.51,52,99.01,1,29.06,0.03,1,0,0,-11.0,58.51,0
2026-01-01 14:00:00,CELL_036,-97.84,-11.6,19.23,8,60.21,127.67,56,94.81,2,30.84,1.67,1,0,0,-13.43,54.75,0
2026-01-01 14:05:00,CELL_013,-83.64,-11.36,26.71,12,71.99,119.38,87,95.66,6,5.0,1.08,3,1,0,-6.78,65.69,0
2026-01-01 14:10:00,CELL_032,-111.98,-12.8,6.33,6,63.19,169.13,137,64.56,4,60.87,3.91,2,0,0,-23.07,81.29,1
2026-01-01 14:15:00,CELL_071,-106.45,-12.5,12.98,9,68.88,76.01,101,93.86,4,25.85,1.38,0,0,0,-18.55,70.46,0
2026-01-01 14:20:00,CELL_059,-98.52,-8.79,3.39,14,32.2,162.68,59,94.62,5,12.7,0.0,0,0,0,-20.65,35.98,0
2026-01-01 14:25:00,CELL_086,-81.94,-7.83,2.3,12,81.81,140.25,92,96.8,2,12.07,1.53,4,1,0,-17.59,73.9,0
2026-01-01 14:30:00,CELL_028,-100.36,-13.05,19.91,11,79.03,146.6,103,93.7,0,16.69,0.0,2,0,0,-14.03,75.67,0
2026-01-01 14:35:00,CELL_066,-92.8,-7.7,14.9,9,100.0,106.29,44,93.0,2,27.2,1.42,2,0,0,-13.42,75.08,0
2026-01-01 14:40:00,CELL_042,-89.05,-13.05,11.11,10,55.19,86.68,77,100.0,6,24.21,0.58,0,0,0,-16.17,56.0,0
2026-01-01 14:45:00,CELL_045,-90.28,-8.76,9.32,6,58.94,123.33,80,89.49,2,16.66,0.17,1,0,0,-16.02,57.86,0
2026-01-01 14:50:00,CELL_062,-75.4,-7.71,20.45,9,71.14,86.52,139,100.0,4,24.14,0.82,1,0,0,-7.17,81.05,0
2026-01-01 14:55:00,CELL_057,-104.41,-11.24,10.1,11,67.39,85.4,88,97.49,1,20.74,0.0,0,0,0,-19.2,65.54,0
2026-01-01 15:00:00,CELL_006,-103.61,-13.03,25.78,10,96.44,125.27,135,94.5,2,42.06,0.51,4,1,0,-11.74,97.92,1
